id,x,y,z,vx,vy,vz
10870,80.060021,51.902779,79.075514,20.038354,12.990832,19.791940
10871,-10.629346,-28.920455,-26.146078,-2.517339,-6.849208,-6.192154
10872,9.393673,13.006541,58.156054,1.886004,2.611373,11.676214
10873,19.239458,-222.400447,-227.122130,5.433186,-62.805465,-64.138860
10874,-140.757150,125.270258,-93.952371,-34.500803,30.704831,-23.028544
10875,-316.286403,-51.603891,-177.491966,-68.378657,-11.156359,-38.372381
10876,30.263676,30.987617,-40.199892,6.542393,6.698895,-8.690402
10877,-22.780183,0.158207,-17.809015,-4.085205,0.028372,-3.193717
10878,22.425325,-26.702227,7.690004,4.496867,-5.354498,1.542048
10879,115.631686,-73.219971,9.777908,26.759048,-16.944289,2.262767
10880,-35.961226,-19.192417,-58.856347,-6.557549,-3.499748,-10.732487
10881,86.724002,-11.189339,203.638284,15.464091,-1.995214,36.311527
10882,-72.370767,-262.840402,307.749972,-15.070399,-54.733561,64.085474
10883,46.292458,233.262132,137.999806,7.710949,38.854544,22.986669
10884,38.660616,-20.552225,-20.379035,9.189009,-4.884935,-4.843770
10885,-236.635086,-130.168487,14.987153,-50.837376,-27.964680,3.219757
10886,-35.154060,20.113989,55.279933,-7.366548,4.214895,11.583933
10887,52.619565,52.318570,4.810628,12.678548,12.606024,1.159108
10888,-33.455080,69.127599,33.615157,-8.006382,16.543435,8.044691
10889,-94.664221,-88.835213,-30.120506,-19.653409,-18.443238,-6.253372
10890,-48.588696,-66.781122,98.688273,-11.244259,-15.454299,22.838163
10891,18.311993,52.556487,-14.251995,3.396132,9.747096,-2.643167
10892,-4.455132,-29.946308,107.761288,-0.910906,-6.122885,22.033099
10893,-39.433262,-39.206476,-52.740756,-9.279597,-9.226229,-12.411172
10894,23.887765,-32.680170,-56.488522,5.565261,-7.613675,-13.160435
10895,-657.490885,32.741866,-426.208585,-124.434896,6.196634,-80.663051
10896,-635.493623,933.834417,-586.465053,-115.883014,170.285811,-106.942596
10897,-91.290178,5.501090,-44.146368,-19.800047,1.193139,-9.574964
10898,-104.651231,-0.535627,53.187183,-23.063086,-0.118042,11.721416
10899,676.796549,103.949342,-286.135755,129.964576,19.961290,-54.946368
10900,-19.388392,-23.243660,6.242262,-3.548501,-4.254100,1.142471
10901,16.522722,-13.077056,6.326254,3.117719,-2.467547,1.193719
10902,73.231608,51.458841,-51.262700,17.175110,12.068713,-12.022712
10903,4.034763,26.148369,135.088547,0.721489,4.675807,24.156304
10904,10.575159,49.925038,23.857861,2.097722,9.903291,4.732522
10905,-26.808340,-16.824483,-13.289862,-4.694429,-2.946148,-2.327198
10906,-7.451563,50.257347,-36.941858,-1.390083,9.375470,-6.891475
10907,-26.979222,9.705865,40.150115,-5.225860,1.880021,7.777054
10908,69.310189,456.167095,-904.183580,15.175682,99.879209,-197.973817
10909,-16.496547,-11.903683,-70.414525,-2.853767,-2.059240,-12.181135
