id,x,y,z,vx,vy,vz
2315,-815.546433,-1140.759652,-745.317321,-178.565985,-249.772254,-163.189140
2316,-73.633916,38.493974,42.499648,-16.928673,8.849888,9.770805
2317,-51.698212,-41.145737,8.531893,-9.374822,-7.461263,1.547152
2318,-19.561306,-18.589827,17.648231,-5.143124,-4.887699,4.640132
2319,19.390817,63.909068,63.655385,3.790266,12.492119,12.442532
2320,27.227976,17.749335,-3.977570,5.459319,3.558813,-0.797519
2321,-87.512753,138.094154,-23.843779,-18.057187,28.494040,-4.919872
2322,21.924096,-99.515959,25.300108,4.537866,-20.597889,5.236636
2323,-29.599599,9.482269,-28.926880,-7.459588,2.389688,-7.290052
2324,138.864362,-147.749434,167.942746,22.825499,-24.285962,27.605190
2325,53.952437,30.273952,-55.077837,13.744701,7.712468,-14.031404
2326,-12.057579,22.183515,-28.552482,-2.500987,4.601313,-5.922366
2327,4.953631,6.207708,-8.624501,0.969910,1.215455,-1.688658
2328,-10.438803,37.703543,6.515506,-1.968667,7.110558,1.228767
2329,-21.617703,65.706546,-23.928368,-3.822900,11.619624,-4.231521
2330,-73.135822,-64.227286,24.714834,-15.137764,-13.293862,5.115514
2331,16.269278,-6.821366,-6.482743,3.640959,-1.526578,-1.450796
2332,-30.553557,-9.057902,0.023042,-6.143713,-1.821364,0.004633
2333,-771.594735,1003.445057,-186.378369,-139.125981,180.930833,-33.605819
2334,1384.413373,-3881.737353,2141.049906,230.593302,-646.557344,356.621640
2335,-181.338019,95.312639,439.496622,-33.926281,17.831911,82.224819
2336,-54.082134,-86.366531,80.953779,-12.986604,-20.738974,19.439223
2337,5.760165,7.817419,4.226906,1.369083,1.858054,1.004656
2338,6.071383,46.328304,-19.121527,1.308402,9.983895,-4.120749
2339,7.746499,2.121342,9.730691,1.599507,0.438017,2.009206
2340,-1.153342,-5.575634,-3.700831,-0.245930,-1.188908,-0.789139
2341,-16.360622,16.713169,9.613325,-3.825632,3.908069,2.247900
2342,-13.116288,31.709724,-20.410680,-2.816674,6.809544,-4.383117
2343,18.692214,16.762099,-14.013806,5.003317,4.486686,-3.751054
2344,-64.543605,39.197613,-47.640930,-12.804958,7.776507,-9.451596
2345,-20.218366,-64.647971,-5.501010,-3.170931,-10.139011,-0.862746
2346,-41.260902,-9.732029,-22.018805,-8.976309,-2.117203,-4.790191
2347,3.598150,15.332917,-13.356610,0.912227,3.887302,-3.386256
2348,9.971984,-23.273951,-34.227872,2.261982,-5.279317,-7.764036
2349,0.699642,31.502470,-29.573060,0.142996,6.438605,-6.044265
2350,1426.275347,985.683801,582.908499,242.724473,167.744315,99.199750
2351,-4269.037083,-2469.071188,-3222.010313,-1143.838560,-661.558749,-863.299982
2352,338.381040,308.185418,-13.843188,86.808860,79.062423,-3.551356
2353,108.252723,-10.859414,-35.512342,23.112329,-2.318522,-7.582007
2354,-15.193071,19.157371,-0.406322,-3.727323,4.699886,-0.099683
2355,273.938088,-256.636441,448.495124,65.775540,-61.621225,107.688599
2356,86.229533,-147.859290,-123.525501,314.916975,-539.993652,-451.124756
2357,1.371526,-27.672696,-24.599605,0.330285,-6.664009,-5.923962
2358,13.987687,-19.503707,-30.540333,3.224991,-4.496761,-7.041357
2359,-13.133441,-70.040959,6.218931,-2.457321,-13.104952,1.163588
2360,25.945395,9.658712,-0.735017,4.925345,1.833562,-0.139532
2361,22.767157,-1.977716,8.946702,4.768446,-0.414221,1.873834
2362,-263.184913,-146.899702,-7.214968,-54.136669,-30.217008,-1.484106
2363,48.149437,52.810273,-85.448641,8.063749,8.844315,-14.310372
2364,5.297489,-8.165485,-11.111278,1.200965,-1.851153,-2.518978
2365,65.111373,-22.988598,-34.127725,11.172157,-3.944506,-5.855817
2366,-71.011372,42.441253,-95.011817,-16.218067,9.693026,-21.699454
2367,-59.201731,4.172168,-115.185446,-12.840473,0.904916,-24.982980
2368,50.293666,8.799085,-13.972184,8.242535,1.442066,-2.289875
2369,-7.558946,-6.427667,29.797611,-1.436422,-1.221446,5.662422
2370,-89.397175,74.292862,-28.847645,-20.757375,17.250263,-6.698214
2371,-16.770498,7.071963,25.553864,-3.401594,1.434420,5.183141
2372,13.143568,18.874389,7.844467,2.805080,4.028142,1.674154
2373,-10.586805,-28.923908,-22.819601,-2.658242,-7.262507,-5.729776
2374,1.731162,-2.836561,8.716521,0.320442,-0.525054,1.613449
2375,6.490590,57.494607,99.233504,1.072612,9.501351,16.398971
2376,-53.891180,-67.544979,-118.770072,-10.502494,-13.163391,-23.146309
2377,-255.971230,-114.897822,-175.875294,-55.339198,-24.840109,-38.023014
2378,-413.772998,-133.398133,-530.135021,-99.351199,-32.030279,-127.290931
2379,15.497272,-32.460134,-15.418679,3.549556,-7.434796,-3.531555
2380,-0.849845,-12.789554,23.649665,-0.150170,-2.259947,4.178957
2381,18.771366,39.646294,8.517389,3.167252,6.689435,1.437121
2382,-6.190756,-20.686716,42.451949,-1.033337,-3.452946,7.085914
2383,-319.067652,-159.430544,-43.394262,-62.918239,-31.438753,-8.557090
2384,18.838792,-9.406813,9.210635,3.160475,-1.578127,1.545215
2385,132.748316,-118.774425,68.075017,27.988848,-25.042572,14.353036
2386,8.783232,17.425830,4.868826,2.001091,3.970142,1.109269
2387,-14.635468,8.329241,-39.154411,-2.884689,1.641715,-7.717438
2388,-180.964375,-212.280011,184.583882,-43.158127,-50.626582,44.021342
2389,16.896791,25.426941,19.954905,3.505195,5.274753,4.139593
2390,20.225196,39.663406,72.670956,4.122807,8.085191,14.813618
2391,25.679710,5.812585,26.184396,4.651504,1.052865,4.742921
2392,-736.685110,-850.898002,-302.145595,-146.135229,-168.791486,-59.936213
2393,176.153200,167.347380,194.250961,41.309595,39.244546,45.553691
2394,464.881147,-622.079089,81.054881,103.433649,-138.409377,18.034291
2395,28.232276,27.895101,27.457320,8.255449,8.156855,8.028843
2396,-6.710552,-4.215583,-6.326650,-1.942309,-1.220163,-1.831192
2397,227.383029,-29.122452,70.488545,47.351095,-6.064569,14.678799
2398,-448.485930,450.884659,224.262167,-127.624776,128.307378,63.817852
2399,107.362273,203.744345,252.544664,26.224299,49.766575,61.686537
2400,43.100229,-21.268959,8.784159,8.299505,-4.095612,1.691503
2401,19.980308,33.491527,-30.284006,3.642765,6.106099,-5.521311
2402,-13.203829,10.000284,-16.460864,-3.477556,2.633823,-4.335378
2403,77.562541,-186.936268,-51.005235,13.869131,-33.426490,-9.120360
2404,26.830459,91.412588,39.055540,4.744777,16.165669,6.906696
2405,-7.431261,-29.404721,-14.670692,-2.385729,-9.440078,-4.709872
2406,-25.645589,16.752867,-16.151271,-4.153149,2.713026,-2.615601
2407,87.495411,-224.666438,279.477697,15.865504,-40.738667,50.677568
2408,-146.044266,-45.665924,1.998324,-31.575378,-9.873163,0.432046
2409,69.060756,-0.563798,-27.310967,13.908158,-0.113543,-5.500161
2410,37.155896,13.822816,13.617312,7.905021,2.940843,2.897121
2411,-7.223715,-30.410456,19.093323,-1.462333,-6.156143,3.865158
2412,1618.042140,681.962431,-328.264424,322.893991,136.091370,-65.507942
2413,-26.080021,95.681391,-92.642718,-6.327090,23.212589,-22.475397
2414,-7.137813,17.374131,-24.597939,-1.570319,3.822310,-5.411548
2415,41.750454,65.683590,-74.998679,7.994750,12.577681,-14.361418
2416,-2.121377,12.994993,-8.432808,-0.496864,3.043654,-1.975111
2417,-9.942711,11.058445,26.124748,-1.956909,2.176506,5.141833
2418,14.090269,-86.719990,33.492761,2.737978,-16.851162,6.508210
2419,9.643071,-14.442373,6.844475,2.316219,-3.468988,1.644010
2420,60.507392,39.272918,-160.345060,11.353428,7.369054,-30.086673
2421,36.439379,2.056164,-95.926611,7.979434,0.450255,-21.005847
2422,3.561432,34.985612,-43.118470,0.869994,8.546356,-10.533067
2423,42.347572,117.931665,-32.623736,7.657661,21.325442,-5.899311
2424,-43.284504,-5.898936,26.707148,-7.131734,-0.971933,4.400380
2425,-19.288231,-20.990816,31.866630,-4.222330,-4.595038,6.975831
2426,-1648.578426,-1371.421231,-2496.783553,-374.016667,-311.137395,-566.450857
2427,313.323586,211.398147,-272.554081,63.862428,43.087720,-55.552682
2428,-17.439529,-4.209807,-2.545426,-3.610090,-0.871456,-0.526919
2429,-144.198882,280.491029,-126.552549,-34.389974,66.894273,-30.181503
2430,556.301673,30.995929,-101.693398,111.349468,6.204152,-20.354973
2431,-97.249429,-358.167720,-283.688528,-17.007685,-62.638969,-49.613507
2432,-32.637514,-48.418848,0.461895,-6.817747,-10.114356,0.096487
2433,-17.247762,-13.259353,-2.239829,-3.322014,-2.553824,-0.431403
2434,-47.168230,-11.615917,1.051365,-9.941991,-2.448371,0.221604
2435,33.916777,39.088532,21.772398,8.796139,10.137406,5.646558
2436,135.679669,85.509623,100.969141,24.742765,15.593674,18.412897
2437,5378.786843,-150.605769,-4581.962059,1220.296625,-34.168246,-1039.519319
2438,-1449.002621,-1290.871764,-1215.802275,-245.926933,-219.088723,-206.347815
2439,-32.198658,-21.512762,-31.927127,-5.448807,-3.640490,-5.402857
2440,-3.018805,-60.884998,-58.743127,-0.729905,-14.721151,-14.203277
2441,-23.166571,-1.418825,-19.407809,-5.874571,-0.359785,-4.921425
2442,20.719626,-10.489403,-1.018541,3.411664,-1.727170,-0.167711
2443,-45.799319,-38.504976,-8.520966,-11.226846,-9.438774,-2.088755
2444,-45.527966,21.351267,-13.083427,-9.658379,4.529493,-2.775540
2445,8.399222,-30.129676,22.479658,1.856006,-6.657863,4.967411
2446,-69.925124,-75.670087,12.135939,-16.791635,-18.171216,2.914293
2447,27.129794,158.735926,131.149467,4.366711,25.549544,21.109330
2448,39.999790,-21.791750,102.201017,8.900435,-4.848927,22.740956
2449,-36.620654,35.289317,33.706502,-9.922170,9.561451,9.132596
2450,13.442028,-34.526235,31.509036,2.641921,-6.785851,6.192845
2451,-98.842619,231.842848,-290.599551,-18.386713,43.127427,-54.057354
2452,24.912280,17.254593,1.068319,4.705404,3.259028,0.201783
2453,-429.985621,-340.423383,-487.993600,-74.175764,-58.725602,-84.182578
2454,-74.649863,-248.610079,168.101249,-16.345242,-54.435356,36.807242
2455,-33.808327,43.777080,-40.873925,-5.768834,7.469838,-6.974462
2456,60.771103,-38.645803,-28.554015,11.739615,-7.465503,-5.515996
2457,211.642220,-295.948669,246.882732,43.006754,-60.138244,50.167801
2458,-29.377065,-26.192157,12.209630,-7.482238,-6.671053,3.109751
2459,-343.872352,-427.057042,-216.163507,-63.783944,-79.213644,-40.095579
2460,-1186.264207,-10267.005801,-1387.251376,-198.647234,-1719.273241,-232.303771
2461,21.658491,-37.659983,2.872956,4.133370,-7.187142,0.548283
2462,18.258687,-107.275354,-56.768031,3.960214,-23.267463,-12.312689
2463,6.361749,68.581679,-39.762014,1.112682,11.995062,-6.954449
2464,-52.179999,31.467292,4.659537,-9.706295,5.853408,0.866747
2465,29.359832,14.172447,-8.522141,6.569336,3.171121,-1.906850
2466,-18.670222,-15.054687,-10.099640,-4.680174,-3.773847,-2.531736
2467,-489.899519,-346.575664,541.252051,-133.221457,-94.246500,147.186074
2468,-7.065405,-2.972089,0.249925,-1.092289,-0.459475,0.038638
2469,10.214276,-29.164563,-15.043711,2.073478,-5.920350,-3.053844
2470,26.925280,-54.565279,53.832156,6.739487,-13.657870,13.474367
2471,-15.689859,24.043365,51.563145,-2.578743,3.951702,8.474778
2472,-3.795748,-16.821741,-15.665169,-0.736203,-3.262653,-3.038330
2473,-74.420994,222.718881,-19.014203,-16.191921,48.457381,-4.136957
2474,18.166823,18.327511,6.119201,3.669974,3.702436,1.236172
2475,57.146102,57.022660,73.068186,11.719960,11.694644,14.985383
2476,8.473213,-5.202121,5.124436,1.652754,-1.014706,0.999553
2477,6.560367,13.414279,-19.885142,1.422916,2.909500,-4.313003
2478,108.377978,-150.268067,-210.201324,27.124227,-37.608241,-52.607997
2479,-65.817968,27.221256,11.986040,-11.051956,4.570912,2.012660
2480,-18.461275,-18.603433,16.214695,-5.638368,-5.681785,4.952226
2481,63.569121,-37.715138,-31.918779,13.832102,-8.206495,-6.945256
2482,280.431624,8.830724,102.678170,54.648703,1.720875,20.009258
2483,199.927574,603.713771,-335.209643,36.252207,109.469424,-60.782457
2484,-15.524046,-28.229575,27.992025,-3.765081,-6.846580,6.788967
2485,-1.183544,41.385901,6.476972,-0.201284,7.038462,1.101533
2486,20.341939,15.112470,58.132462,4.197412,3.118349,11.995213
2487,2.669521,45.693336,44.992409,0.492370,8.427743,8.298463
2488,-8610.684482,-4149.942619,5440.758971,-1849.802455,-891.517284,1168.818730
2489,12.842754,-2.332718,-22.793719,2.724846,-0.494933,-4.836142
2490,-80.785564,-56.476708,48.580156,-14.129407,-9.877784,8.496676
2491,36.304710,-1.965267,55.783546,6.812193,-0.368761,10.467190
2492,-1710.270637,-163.025257,-2071.136641,-295.838471,-28.199714,-358.260198
2493,66.746886,420.230018,366.811665,17.001870,107.041638,93.434832
2494,28.588300,-24.501101,46.504857,6.064744,-5.197683,9.865577
2495,-4815.091488,2899.731745,-9942.417873,-791.439925,476.618872,-1634.200819
2496,-1073.315724,631.086803,-714.723851,-198.517229,116.723906,-132.193161
2497,109.836214,-85.245743,67.756587,21.986290,-17.063931,13.563067
2498,47.285106,-5.094251,4.050986,8.499941,-0.915739,0.728203
2499,-5.252065,18.950770,20.029717,-1.285390,4.638011,4.902072
2500,16.201049,-20.834818,-30.271952,3.118320,-4.010212,-5.826638
2501,-30.042057,-47.614510,-4.162433,-5.588231,-8.856947,-0.774269
2502,20.644817,16.049575,13.339671,5.608080,4.359801,3.623667
2503,108.662202,-1259.488651,937.785517,21.363530,-247.621740,184.373302
2504,-37.757303,-42.467670,69.318113,-7.650072,-8.604447,14.044662
2505,-5.804957,-0.366634,-9.446488,-1.222942,-0.077240,-1.990110
2506,-125.068612,199.298124,156.137263,-24.810402,39.535632,30.973625
2507,18.791936,-12.862260,46.620745,3.795378,-2.597771,9.415919
2508,-0.870493,-4.091980,-7.076797,-0.143332,-0.673771,-1.165241
2509,7088.457111,335.198981,-78.469095,1288.940407,60.951418,-14.268548
2510,45.036032,35.139242,28.678371,10.777323,8.408978,6.862862
